City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
91,Busselton,AU,2021-07-22 06:44:16,-33.65,115.3333,57.04,67,100,9.69
92,Ponta Do Sol,PT,2021-07-22 06:44:17,32.6667,-17.1,67.71,80,0,4.14
93,Tanda,IN,2021-07-22 06:44:17,26.55,82.65,94.93,53,100,10.22
94,Leningradskiy,RU,2021-07-22 06:44:17,69.3833,178.4167,38.79,72,96,2.89
95,Ulladulla,AU,2021-07-22 06:44:18,-35.35,150.4667,58.1,57,100,9.57
96,Faanui,PF,2021-07-22 06:44:18,-16.4833,-151.75,78.85,77,18,15.86
97,Milkovo,RU,2021-07-22 06:44:19,54.7167,158.6167,77.92,64,100,1.32
98,Castro,BR,2021-07-22 06:44:19,-24.7911,-50.0119,45.7,59,0,2.66
99,Bengkulu,ID,2021-07-22 06:44:20,-3.8004,102.2655,84.56,63,16,6.78
100,Saskylakh,RU,2021-07-22 06:44:21,71.9167,114.0833,71.82,39,100,16.89
101,Varna,BG,2021-07-22 06:44:21,43.2167,27.9167,76.23,73,0,16.11
102,San Quintin,MX,2021-07-22 06:44:22,30.4833,-115.95,69.62,85,100,7.87
103,Saint-Francois,FR,2021-07-22 06:44:22,46.4154,3.9054,69.19,89,0,2.3
104,New Norfolk,AU,2021-07-22 06:44:22,-42.7826,147.0587,56.7,74,98,1.41
105,Sinazongwe,ZM,2021-07-22 06:44:23,-17.2614,27.4618,67.1,32,0,8.61
106,Gunjur,GM,2021-07-22 06:44:23,13.2019,-16.7339,78.87,94,75,0.0
107,Port-Gentil,GA,2021-07-22 06:44:24,-0.7193,8.7815,75.16,78,75,8.05
108,Kaitangata,NZ,2021-07-22 06:44:24,-46.2817,169.8464,44.92,72,8,4.74
109,Nikolskoye,RU,2021-07-22 06:44:25,59.7035,30.7861,63.01,49,100,11.18
110,Sydney Mines,CA,2021-07-22 06:44:25,46.2367,-60.2177,65.16,96,90,1.99
111,Paamiut,GL,2021-07-22 06:44:26,61.994,-49.6678,42.37,84,100,1.7
112,Carnarvon,AU,2021-07-22 06:44:26,-24.8667,113.6333,71.67,54,0,10.36
113,Yulara,AU,2021-07-22 06:44:27,-25.2406,130.9889,75.04,23,0,20.71
114,Kashan,IR,2021-07-22 06:44:27,33.9831,51.4364,100.42,11,2,5.79
115,Mar Del Plata,AR,2021-07-22 06:44:28,-38.0023,-57.5575,49.12,61,0,10.0
116,Tarakan,ID,2021-07-22 06:44:28,3.3,117.6333,85.5,66,20,5.75
117,Georgetown,MY,2021-07-22 06:41:02,5.4112,100.3354,91.35,66,20,12.66
118,Wajima,JP,2021-07-22 06:44:29,37.4,136.9,86.68,70,40,5.75
119,Kidodi,TZ,2021-07-22 06:44:29,-7.6036,37.0044,72.45,81,99,2.95
120,Hobart,AU,2021-07-22 06:44:30,-42.8794,147.3294,57.06,61,75,6.91
121,Hambantota,LK,2021-07-22 06:44:30,6.1241,81.1185,91.74,55,20,18.41
122,Boa Vista,BR,2021-07-22 06:44:31,2.8197,-60.6733,78.78,89,40,1.14
123,Mayor Pablo Lagerenza,PY,2021-07-22 06:44:31,-19.9309,-60.7718,59.76,33,9,4.34
124,Jamestown,US,2021-07-22 06:44:32,42.097,-79.2353,60.39,95,20,1.01
125,Rundu,NA,2021-07-22 06:44:32,-17.9333,19.7667,55.17,39,0,10.96
126,Partyzany,UA,2021-07-22 06:44:33,46.3314,34.7503,69.71,84,100,14.36
127,Kavaratti,IN,2021-07-22 06:44:33,10.5669,72.642,82.62,81,100,24.54
128,Cao Bang,VN,2021-07-22 06:44:34,22.6667,106.25,86.25,83,92,0.81
129,Anadyr,RU,2021-07-22 06:44:34,64.75,177.4833,54.1,71,20,15.66
130,Solnechnyy,RU,2021-07-22 06:44:35,50.7214,136.6319,87.04,57,100,5.53
131,Adrar,MR,2021-07-22 06:44:35,20.5022,-10.0711,79.88,23,16,15.01
132,Kizilskoye,RU,2021-07-22 06:44:36,52.7255,58.8937,86.18,40,0,6.55
133,Katsuura,JP,2021-07-22 06:44:36,35.1333,140.3,89.71,72,8,8.81
134,Sinnamary,GF,2021-07-22 06:44:37,5.3833,-52.95,77.85,87,15,7.27
135,Chokurdakh,RU,2021-07-22 06:44:37,70.6333,147.9167,52.48,64,100,7.74
136,Xam Nua,LA,2021-07-22 06:44:38,20.4197,104.0439,80.38,75,95,6.11
137,Kapit,MY,2021-07-22 06:44:38,2.0167,112.9333,93.11,45,100,3.15
138,Birao,CF,2021-07-22 06:44:39,10.2849,22.7882,70.45,94,100,4.83
139,Taoudenni,ML,2021-07-22 06:44:39,22.6783,-3.9836,96.39,18,0,3.83
140,Trabzon,TR,2021-07-22 06:44:40,40.9167,39.8333,77.09,65,75,3.44
141,Gizo,SB,2021-07-22 06:44:41,-8.103,156.8419,82.74,76,71,5.59
142,Pringsewu,ID,2021-07-22 06:44:41,-5.3582,104.9744,91.26,52,62,3.85
143,Preobrazheniye,RU,2021-07-22 06:44:42,42.9019,133.9064,77.63,92,100,6.62
144,Guerrero Negro,MX,2021-07-22 06:44:42,27.9769,-114.0611,69.28,86,8,9.48
145,Monastyrshchina,RU,2021-07-22 06:44:43,54.3496,31.838,64.45,49,2,11.41
146,Qaanaaq,GL,2021-07-22 06:44:43,77.484,-69.3632,40.91,87,100,9.64
147,Zhongshu,CN,2021-07-22 06:44:44,24.5167,103.7667,76.26,72,93,3.98
148,Fort Walton Beach,US,2021-07-22 06:44:44,30.4058,-86.6188,84.97,82,20,5.99
149,Kloulklubed,PW,2021-07-22 06:44:45,7.0419,134.2556,86.5,73,64,16.04
150,Vanavara,RU,2021-07-22 06:44:45,60.34,102.2797,69.06,60,100,10.0
151,Pak Phanang,TH,2021-07-22 06:44:46,8.3511,100.202,96.82,51,91,6.31
152,Verkhoyansk,RU,2021-07-22 06:44:46,67.5447,133.385,72.66,33,0,7.94
153,Pingliang,CN,2021-07-22 06:44:47,35.5392,106.6861,83.7,51,99,13.85
154,Cherskiy,RU,2021-07-22 06:44:47,68.75,161.3,63.18,54,100,7.61
155,Yizheng,CN,2021-07-22 06:44:48,24.6706,103.4296,74.57,69,86,4.7
156,Satis,RU,2021-07-22 06:44:48,54.9229,43.2298,68.43,62,79,10.27
157,Anyama,CI,2021-07-22 06:44:49,5.4946,-4.0518,76.01,85,98,2.33
158,Carballo,ES,2021-07-22 06:44:49,43.213,-8.691,63.55,94,88,2.37
159,Bonwapitse,BW,2021-07-22 06:44:50,-23.0766,26.7037,49.28,12,0,10.74
160,Fenoarivo Atsinanana,MG,2021-07-22 06:44:50,-17.3667,49.4167,77.05,69,2,5.46
161,Tahoua,NE,2021-07-22 06:44:51,14.8888,5.2692,83.84,53,31,8.75
162,Camacha,PT,2021-07-22 06:44:51,33.0833,-16.3333,65.62,88,40,9.22
163,Portland,US,2021-07-22 06:43:45,45.5234,-122.6762,64.38,69,1,1.01
164,Hithadhoo,MV,2021-07-22 06:44:52,-0.6,73.0833,82.27,74,95,12.44
165,Luderitz,NA,2021-07-22 06:44:52,-26.6481,15.1594,53.67,32,99,13.94
166,Manihari,IN,2021-07-22 06:44:53,25.35,87.6333,94.84,55,100,8.03
167,Saint-Georges,GD,2021-07-22 06:44:53,12.0564,-61.7485,79.41,84,100,15.3
168,Meulaboh,ID,2021-07-22 06:44:54,4.1363,96.1285,86.04,62,37,5.1
169,Fortuna,US,2021-07-22 06:42:49,40.5982,-124.1573,56.43,90,75,0.0
170,Dingle,PH,2021-07-22 06:44:55,10.9995,122.6711,84.54,72,100,18.72
171,Clyde River,CA,2021-07-22 06:41:44,70.4692,-68.5914,37.63,100,90,2.3
172,Raudeberg,NO,2021-07-22 06:44:55,61.9875,5.1352,58.87,84,98,10.07
173,Kavieng,PG,2021-07-22 06:44:56,-2.5744,150.7967,82.94,75,99,8.79
174,Waitati,NZ,2021-07-22 06:44:56,-45.75,170.5667,46.8,78,17,3.6
175,Dondo,MZ,2021-07-22 06:44:57,-19.6094,34.7431,67.51,61,0,4.05
176,Chifeng,CN,2021-07-22 06:44:57,42.2683,118.9636,86.04,47,100,8.77
177,Ogulin,HR,2021-07-22 06:44:58,45.2661,15.2286,74.28,58,12,3.13
178,Viedma,AR,2021-07-22 06:40:28,-40.8135,-62.9967,48.79,51,100,10.74
179,Wajir,KE,2021-07-22 06:44:59,1.7471,40.0573,78.76,61,75,6.91
180,Awbari,LY,2021-07-22 06:44:59,26.5921,12.7805,86.09,27,0,10.65
181,Homa Bay,KE,2021-07-22 06:45:00,-0.5273,34.4571,71.28,50,0,0.72
182,Santiago Del Estero,AR,2021-07-22 06:42:47,-27.7951,-64.2615,47.8,40,7,7.23
183,Dunedin,NZ,2021-07-22 06:45:00,-45.8742,170.5036,46.8,78,11,3.0
184,Watsa,CD,2021-07-22 06:45:01,3.0372,29.5355,68.2,90,100,1.05
185,Laguna,US,2021-07-22 06:45:01,38.421,-121.4238,82.22,50,1,8.05
186,Hua Hin,TH,2021-07-22 06:42:56,12.5707,99.9588,92.89,57,40,9.22
187,Henties Bay,NA,2021-07-22 06:45:02,-22.116,14.2845,59.32,58,0,2.46
188,Anloga,GH,2021-07-22 06:45:03,5.7947,0.8973,77.22,78,99,13.06
189,Butaritari,KI,2021-07-22 06:45:03,3.0707,172.7902,83.48,74,9,11.9
190,Puerto Ayora,EC,2021-07-22 06:45:04,-0.7393,-90.3518,71.55,94,100,8.01
191,Vila Franca Do Campo,PT,2021-07-22 06:45:04,37.7167,-25.4333,66.61,81,100,7.54
192,Ribeira Grande,PT,2021-07-22 06:45:05,38.5167,-28.7,66.6,72,40,8.05
193,Airai,TL,2021-07-22 06:45:05,-8.9266,125.4092,72.3,41,96,3.31
194,Tuktoyaktuk,CA,2021-07-22 06:45:06,69.4541,-133.0374,41.97,96,93,13.18
195,College,US,2021-07-22 06:45:06,64.8569,-147.8028,75.18,38,75,8.05
196,Bucerias,MX,2021-07-22 06:45:07,20.75,-105.3333,84.97,83,84,1.61
197,Salalah,OM,2021-07-22 06:40:17,17.0151,54.0924,82.49,83,75,11.5
198,Upernavik,GL,2021-07-22 06:45:07,72.7868,-56.1549,41.07,93,100,11.18
199,Tasiilaq,GL,2021-07-22 06:45:08,65.6145,-37.6368,44.76,98,100,11.7
200,Longyearbyen,SJ,2021-07-22 06:45:08,78.2186,15.6401,42.64,75,75,3.44
201,Nalut,LY,2021-07-22 06:45:09,30.3333,10.85,80.19,34,0,9.15
202,Hanting,CN,2021-07-22 06:45:10,36.7708,119.2108,91.89,43,100,9.66
203,Souillac,MU,2021-07-22 06:45:10,-20.5167,57.5167,75.36,56,20,16.11
204,Popondetta,PG,2021-07-22 06:45:11,-8.7537,148.2534,81.36,77,43,3.56
205,Vila Velha,BR,2021-07-22 06:45:11,-20.3297,-40.2925,62.55,100,40,0.0
206,Nenjiang,CN,2021-07-22 06:45:12,49.1833,125.2167,85.14,73,21,9.31
207,Olafsvik,IS,2021-07-22 06:45:12,64.8945,-23.7142,52.16,98,100,13.44
208,Napanee,CA,2021-07-22 06:45:09,44.2501,-76.9494,61.43,63,10,7.18
209,Burnie,AU,2021-07-22 06:45:13,-41.0667,145.9167,52.92,82,100,11.52
210,Qasigiannguit,GL,2021-07-22 06:45:14,68.8193,-51.1922,44.85,79,98,2.39
211,Bom Jesus,BR,2021-07-22 06:45:14,-9.0744,-44.3586,68.77,64,4,4.34
212,Narsaq,GL,2021-07-22 06:45:15,60.9167,-46.05,44.82,94,59,4.63
213,Krasnovishersk,RU,2021-07-22 06:45:15,60.4078,57.082,68.11,60,100,5.86
214,Husavik,IS,2021-07-22 06:45:16,66.0449,-17.3389,57.11,79,1,1.63
215,Mto Wa Mbu,TZ,2021-07-22 06:45:16,-3.35,35.85,71.92,62,32,5.64
216,Touros,BR,2021-07-22 06:45:16,-5.1989,-35.4608,72.5,85,10,14.09
217,Silver City,US,2021-07-22 06:45:17,32.7701,-108.2803,72.68,50,40,3.0
218,Bermeo,ES,2021-07-22 06:45:17,43.4209,-2.7215,76.64,86,71,0.49
219,Daokou,CN,2021-07-22 06:45:18,35.5639,114.5058,76.84,87,100,6.31
220,Andenes,NO,2021-07-22 06:45:18,69.3143,16.1194,54.07,87,75,12.66
221,Lompoc,US,2021-07-22 06:43:35,34.6391,-120.4579,71.78,85,90,8.05
222,Alice Springs,AU,2021-07-22 06:45:19,-23.7,133.8833,83.75,14,45,25.32
223,Smithers,CA,2021-07-22 06:44:30,54.7804,-127.1743,55.72,76,90,0.0
224,San Cristobal,VE,2021-07-22 06:45:20,7.7669,-72.225,64.92,93,98,4.14
225,Qujing,CN,2021-07-22 06:45:21,25.4833,103.7833,77.54,62,51,6.38
226,Chateauroux,FR,2021-07-22 06:45:21,46.8167,1.7,64.4,77,0,5.75
227,Sola,VU,2021-07-22 06:45:22,-13.8833,167.55,83.07,84,75,0.0
228,Acapulco,MX,2021-07-22 06:45:22,16.8634,-99.8901,78.62,86,100,6.06
229,Kananga,CD,2021-07-22 06:45:23,-5.8958,22.4178,81.01,23,3,8.23
230,Scarborough,GB,2021-07-22 06:45:23,54.2797,-0.4044,64.9,83,0,3.27
231,Taungdwingyi,MM,2021-07-22 06:45:24,20.0167,95.55,83.43,78,91,15.37
232,Nome,US,2021-07-22 06:45:24,64.5011,-165.4064,46.47,67,75,12.66
233,Fairbanks,US,2021-07-22 06:45:25,64.8378,-147.7164,75.2,44,1,6.91
234,Lorengau,PG,2021-07-22 06:45:25,-2.0226,147.2712,82.65,78,100,4.74
235,Bontang,ID,2021-07-22 06:45:26,0.1333,117.5,85.75,67,98,12.66
236,Porto Novo,BJ,2021-07-22 06:45:27,6.4965,2.6036,76.82,76,100,5.26
237,Newport,GB,2021-07-22 06:45:27,51.5877,-2.9984,73.18,79,73,7.94
238,Victoria,HK,2021-07-22 06:40:29,22.2855,114.1577,91.26,74,100,5.99
239,Veshenskaya,RU,2021-07-22 06:45:28,49.6303,41.7334,77.54,61,29,10.96
240,Flinders,AU,2021-07-22 06:45:29,-34.5833,150.8552,61.21,46,100,8.43
241,Tyler,US,2021-07-22 06:45:29,32.3513,-95.3011,75.87,88,1,1.01
242,Broome,US,2021-07-22 06:45:30,42.2506,-75.833,58.57,87,0,1.01
243,Suntar,RU,2021-07-22 06:45:30,62.1444,117.6319,80.82,42,92,4.5
244,Tilichiki,RU,2021-07-22 06:45:31,60.4667,166.1,61.88,60,100,12.68
245,Iqaluit,CA,2021-07-22 06:45:31,63.7506,-68.5145,40.73,93,75,5.01
246,Tuatapere,NZ,2021-07-22 06:45:31,-46.1333,167.6833,46.81,82,11,4.14
247,Monrovia,LR,2021-07-22 06:45:32,6.3005,-10.7969,74.97,82,90,5.86
248,Kodoli,IN,2021-07-22 06:45:32,16.8833,74.2,73.22,90,100,16.28
249,Gayny,RU,2021-07-22 06:45:33,60.3071,54.3241,66.31,56,100,5.21
250,Tukrah,LY,2021-07-22 06:45:33,32.5341,20.5791,80.85,65,98,13.13
251,Kalamare,BW,2021-07-22 06:45:34,-22.9337,26.5703,48.99,12,0,10.07
252,Baoqing,CN,2021-07-22 06:41:12,46.3317,132.2111,92.34,46,36,3.6
253,Shubarkuduk,KZ,2021-07-22 06:45:35,49.1447,56.4872,97.39,20,0,8.46
254,Qarayeri,AZ,2021-07-22 06:45:35,40.7886,46.3066,88.68,48,20,11.5
255,Quthing,LS,2021-07-22 06:45:35,-30.4,27.7003,30.99,81,100,10.67
256,Ahipara,NZ,2021-07-22 06:45:36,-35.1667,173.1667,54.36,88,100,4.72
257,Gazojak,TM,2021-07-22 06:45:36,41.1875,61.4036,96.98,12,0,12.12
258,Peniche,PT,2021-07-22 06:45:37,39.3558,-9.3811,64.62,90,7,9.26
259,Mogadishu,SO,2021-07-22 06:45:38,2.0371,45.3438,78.67,65,75,16.11
260,Nara,JP,2021-07-22 06:43:13,34.6851,135.8049,94.91,40,94,10.16
261,Sumbe,AO,2021-07-22 06:45:39,-11.2061,13.8437,71.26,78,0,3.31
262,Port Hardy,CA,2021-07-22 06:45:08,50.6996,-127.4199,53.78,100,75,2.3
263,General Roca,AR,2021-07-22 06:45:39,-39.0333,-67.5833,37.8,40,100,2.46
264,Marsh Harbour,BS,2021-07-22 06:45:40,26.5412,-77.0636,82.62,77,100,10.2
265,Ust-Karsk,RU,2021-07-22 06:45:40,52.7011,118.8077,82.44,72,59,4.76
266,Shimoda,JP,2021-07-22 06:45:41,34.6667,138.95,84.56,72,2,7.83
267,Poum,NC,2021-07-22 06:45:41,-20.2333,164.0167,72.12,66,0,11.65
268,Dali,CN,2021-07-22 06:45:42,25.7,100.1833,74.34,69,99,3.06
269,Hamilton,US,2021-07-22 06:42:48,39.1834,-84.5333,66.99,86,1,1.01
270,Bastos,BR,2021-07-22 06:45:43,-21.9219,-50.7339,53.87,35,0,5.79
271,Margate,GB,2021-07-22 06:45:43,51.3813,1.3862,69.69,78,0,1.99
272,Calahorra,ES,2021-07-22 06:45:44,42.3051,-1.9652,73.89,69,0,0.89
273,Shingu,JP,2021-07-22 06:45:44,33.7333,135.9833,86.99,75,89,7.45
274,Wairoa,NZ,2021-07-22 06:45:44,-39.0333,177.3667,56.55,63,0,1.01
275,Remanso,BR,2021-07-22 06:45:45,-9.6179,-42.0831,69.3,72,2,13.78
276,Avarua,CK,2021-07-22 06:45:45,-21.2078,-159.775,71.65,94,5,2.3
277,Ambilobe,MG,2021-07-22 06:45:46,-13.2,49.05,83.8,38,0,9.35
278,Ancud,CL,2021-07-22 06:45:46,-41.8697,-73.8203,47.73,90,100,11.21
279,Jacmel,HT,2021-07-22 06:45:47,18.2342,-72.5347,82.24,85,10,1.79
280,Olkhovka,RU,2021-07-22 06:45:47,53.2115,60.6069,83.23,50,0,6.85
281,Sao Filipe,CV,2021-07-22 06:45:48,14.8961,-24.4956,76.15,85,17,6.15
282,Qaqortoq,GL,2021-07-22 06:45:48,60.7167,-46.0333,45.1,95,22,3.53
283,Xuddur,SO,2021-07-22 06:45:49,4.1213,43.8894,81.32,53,34,23.89
284,Nuuk,GL,2021-07-22 06:45:50,64.1835,-51.7216,47.01,76,90,17.27
285,Formosa,AR,2021-07-22 06:45:50,-26.1775,-58.1781,49.98,87,0,0.0
286,Sorland,NO,2021-07-22 06:45:51,67.667,12.6934,49.86,87,75,6.91
287,Pangnirtung,CA,2021-07-22 06:45:51,66.1451,-65.7125,40.8,87,100,5.48
288,Impfondo,CG,2021-07-22 06:45:51,1.6381,18.0667,83.14,57,100,3.15
289,Bonthe,SL,2021-07-22 06:45:52,7.5264,-12.505,77.32,81,100,4.74
290,Ugoofaaru,MV,2021-07-22 06:45:52,5.6667,73.0,82.89,76,100,17.16
291,Bubaque,GW,2021-07-22 06:45:53,11.2833,-15.8333,79.99,82,71,12.19
292,Shieli,KZ,2021-07-22 06:45:53,44.1667,66.75,93.88,17,0,13.67
293,Vetlanda,SE,2021-07-22 06:45:54,57.4289,15.0776,64.27,49,56,3.56
294,Batavia,US,2021-07-22 06:45:54,41.85,-88.3126,66.9,86,1,1.01
295,Oyama,JP,2021-07-22 06:45:55,36.3,139.8,97.59,39,80,11.45
