City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
660,Canavieiras,BR,68.68,-15.675,-38.9472,Bahiadomizil
661,Tual,ID,80.1,-5.6667,132.75,Grand Vilia Hotel
662,Karratha,AU,79.72,-20.7377,116.8463,ibis Styles Karratha
664,Bekobod,UZ,89.29,40.2208,69.2697,Metallurg
665,Yushan,CN,79.99,31.3776,120.9543,Swissotel Kunshan
666,Nyurba,RU,75.99,63.2842,118.3319,Gostinitsa Alrosa
667,Wuwei,CN,72.27,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
668,Hays,US,84.27,30.0502,-98.0336,Sinya on Lone Man Creek
675,Cabedelo,BR,70.47,-6.9811,-34.8339,Hotel Pigalle
676,Chisec,GT,72.97,15.8167,-90.2833,Hotel Estancia De La Virgen
677,Kaduqli,SD,72.07,11.0167,29.7167,فندق الله جابو
678,Jian,CN,89.55,27.1172,114.9793,Luling International Hotel
680,Bom Jesus,BR,70.84,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
683,Batagay-Alyta,RU,70.65,67.8006,130.4114,
686,Nautla,MX,79.32,20.2167,-96.7833,Casa Blanca
687,Walvis Bay,,67.15,-22.9575,14.5053,Oyster Box Guesthouse
688,Porto Novo,BJ,78.62,6.4965,2.6036,Tour Eiffel Hotel Benin
690,Yeppoon,AU,74.98,-23.1333,150.7333,Villa Mar Colina
691,Jalu,LY,75.2,29.0331,21.5482,صاحبة الفخامة
692,Duma,CN,78.82,34.7653,108.135,永寿服务区-宾馆
694,Caravelas,BR,70.29,-17.7125,-39.2481,Pousada dos Navegantes
696,Bemidji,US,71.91,47.4736,-94.8803,Hampton Inn & Suites Bemidji
697,San Antonio,US,85.1,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
699,Shimoda,JP,87.1,34.6667,138.95,Shimoda Tokyu Hotel
700,Manzhouli,CN,71.96,49.6,117.4333,Angala International Youth Hostel
702,Saint-Georges,GD,82.08,12.0564,-61.7485,Radisson Grenada Beach Resort
703,Fort Wellington,GY,78.76,6.4,-57.6,TE'AMO Entertainment Park
704,Choix,MX,80.15,26.7092,-108.3219,Hotel Montesclaros
705,Tondon,GN,72.59,10.3667,-13.35,
706,Campbell River,CA,77.38,50.0163,-125.2446,Ramada by Wyndham Campbell River
707,Bentiu,SS,71.8,9.2333,29.8333,Mandela hôtel
