City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
79,Nacala,MZ,-14.5428,40.6728,64.45,77,0,10.02,clear sky
80,Weihai,CN,37.5017,122.1136,82.02,70,98,4.9,light rain
81,Beira,MZ,-19.8436,34.8389,59.09,100,20,4.61,few clouds
82,Isabela,PH,6.7085,121.9711,86.05,75,28,5.57,scattered clouds
83,Asfi,MA,32.2994,-9.2372,69.73,93,65,13.15,broken clouds
84,Manadhoo,MV,5.7667,73.3833,82.44,76,94,15.32,overcast clouds
85,Kavieng,PG,-2.5744,150.7967,84.69,72,11,8.86,light rain
86,Bredasdorp,ZA,-34.5322,20.0403,54.72,67,100,6.91,overcast clouds
87,Khandyga,RU,62.6667,135.6,68.59,42,93,12.48,overcast clouds
88,Qaanaaq,GL,77.484,-69.3632,42.12,96,99,6.24,overcast clouds
89,Udachnyy,RU,66.4167,112.4,82.89,41,77,6.71,broken clouds
90,Castro,BR,-24.7911,-50.0119,48.13,92,100,6.53,overcast clouds
91,Isangel,VU,-19.55,169.2667,78.91,57,75,11.5,broken clouds
92,Mandera,KE,3.9366,41.867,75.52,60,100,15.43,overcast clouds
93,Fairbanks,US,64.8378,-147.7164,66.54,78,90,8.05,light rain
94,Tasiilaq,GL,65.6145,-37.6368,39.36,80,23,7.87,few clouds
95,Saint-Philippe,RE,-21.3585,55.7679,67.59,89,99,13.56,light rain
96,Butaritari,KI,3.0707,172.7902,81.72,72,100,4.03,overcast clouds
97,Umm Lajj,SA,25.0213,37.2685,86.77,67,23,9.46,few clouds
98,Saint Anthony,US,45.0205,-93.218,91.02,65,20,4.0,few clouds
99,Kashary,RU,49.04,41.0056,66.78,44,6,3.29,clear sky
100,Namatanai,PG,-3.6667,152.4333,85.39,65,11,4.97,few clouds
101,Wattegama,LK,6.7989,81.4808,76.12,73,100,7.47,overcast clouds
102,Hobyo,SO,5.3505,48.5268,76.57,76,100,19.57,overcast clouds
103,Karlstad,SE,59.3793,13.5036,63.16,100,90,5.75,light rain
104,Bluff,NZ,-46.6,168.3333,52.81,70,44,11.18,scattered clouds
105,Gratkorn,AT,47.1497,15.3655,67.87,77,20,4.61,few clouds
106,Hermanus,ZA,-34.4187,19.2345,52.9,69,97,14.47,overcast clouds
107,Nouadhibou,MR,20.931,-17.0347,69.78,83,38,21.85,scattered clouds
108,Along,IN,28.1667,94.7667,79.84,82,61,0.76,broken clouds
109,Chuy,UY,-33.6971,-53.4616,42.37,71,7,16.08,clear sky
110,Ola,RU,59.5833,151.2833,55.31,74,100,7.56,overcast clouds
111,Huilong,CN,31.8111,121.655,81.03,95,100,22.21,light rain
112,Yellowknife,CA,62.456,-114.3525,61.32,44,40,3.0,scattered clouds
113,Khatanga,RU,71.9667,102.5,82.36,45,9,17.98,clear sky
114,Sibu,MY,2.3,111.8167,82.71,74,20,4.61,few clouds
115,Lagoa,PT,39.05,-27.9833,70.39,89,100,8.28,overcast clouds
116,Caravelas,BR,-17.7125,-39.2481,72.45,83,0,8.81,clear sky
117,Padang,ID,-0.9492,100.3543,77.05,85,89,1.61,overcast clouds
118,Itarema,BR,-2.9248,-39.9167,77.94,82,13,14.88,few clouds
119,Idlib,SY,35.9306,36.6339,79.99,59,0,10.02,clear sky
120,Salalah,OM,17.0151,54.0924,78.89,94,90,9.22,drizzle
121,Aurich,DE,53.4667,7.4833,62.56,93,75,5.75,broken clouds
122,Borzya,RU,50.3833,116.5167,68.29,69,0,5.66,clear sky
123,Trujillo,PE,-8.116,-79.03,64.36,94,90,10.36,mist
124,Constitucion,CL,-35.3333,-72.4167,45.63,75,0,7.14,clear sky
125,Vardo,NO,70.3705,31.1107,46.6,86,97,15.32,overcast clouds
126,Quatre Cocos,MU,-20.2078,57.7625,67.08,91,100,13.96,moderate rain
127,Hamilton,US,39.1834,-84.5333,81.37,73,1,0.0,clear sky
128,Ouadda,CF,8.0777,22.4007,67.28,99,100,3.8,light rain
129,Donskoye,RU,45.4552,41.9741,60.93,84,100,1.23,overcast clouds
130,Naujamiestis,LT,55.6869,24.1523,67.15,94,89,6.08,overcast clouds
131,Amontada,BR,-3.3617,-39.8317,74.82,81,11,7.38,few clouds
132,Kiunga,PG,-6.1219,141.2906,75.85,95,100,2.3,light rain
133,Nefteyugansk,RU,61.0998,72.6035,53.85,93,100,9.48,light rain
134,Beringovskiy,RU,63.05,179.3167,49.15,89,100,11.52,light rain
135,Ngunguru,NZ,-35.6167,174.5,66.16,66,68,10.6,broken clouds
136,Georgetown,MY,5.4112,100.3354,84.88,75,20,0.0,few clouds
137,Nandyal,IN,15.4833,78.4833,77.09,74,99,10.16,overcast clouds
138,Tessalit,ML,20.1986,1.0114,86.5,44,100,12.93,overcast clouds
139,Kruisfontein,ZA,-34.0033,24.7314,53.89,82,55,15.26,broken clouds
140,Torbay,CA,47.6666,-52.7314,66.97,96,90,13.8,light intensity shower rain
141,Dingle,PH,10.9995,122.6711,85.03,73,75,16.11,broken clouds
142,Namibe,AO,-15.1961,12.1522,64.47,86,0,2.21,clear sky
143,Chapais,CA,49.7834,-74.8492,53.38,66,58,3.56,broken clouds
144,Victoria,HK,22.2855,114.1577,91.96,81,98,3.0,overcast clouds
145,La Rioja,ES,42.25,-2.5,59.04,84,92,3.71,overcast clouds
146,Rawson,AR,-43.3002,-65.1023,41.81,68,22,15.28,few clouds
147,Sitka,US,57.0531,-135.33,60.69,72,75,3.44,broken clouds
148,Egvekinot,RU,66.3167,-179.1667,40.1,90,100,10.67,moderate rain
149,Weligama,LK,5.9667,80.4167,78.42,90,96,9.73,overcast clouds
150,Tukrah,LY,32.5341,20.5791,75.76,77,0,9.37,clear sky
151,Carballo,ES,43.213,-8.691,64.09,91,61,4.59,broken clouds
152,Harper,LR,4.375,-7.7169,76.71,74,100,8.03,overcast clouds
153,Cabo San Lucas,MX,22.8909,-109.9124,94.6,62,1,10.0,clear sky
154,Sinnamary,GF,5.3833,-52.95,78.01,85,3,8.12,clear sky
155,Mount Gambier,AU,-37.8333,140.7667,46.31,93,75,14.97,broken clouds
156,Tiksi,RU,71.6872,128.8694,40.96,82,27,14.09,scattered clouds
157,Moscow,RU,55.7522,37.6156,66.38,63,75,1.97,broken clouds
158,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,16.11,few clouds
159,Umea,SE,63.8284,20.2597,64.33,72,0,4.61,clear sky
160,Provideniya,RU,64.3833,-173.3,50.11,81,90,11.18,moderate rain
161,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.14,87,1,5.46,clear sky
162,Cuenca,EC,-2.8833,-78.9833,54.0,91,65,3.29,broken clouds
163,Tombouctou,ML,20.0,-3.0,90.07,47,78,21.83,broken clouds
164,Shingu,JP,33.7333,135.9833,83.39,55,99,2.57,overcast clouds
165,Hofn,IS,64.2539,-15.2082,53.67,85,100,5.82,overcast clouds
166,Kaihua,CN,23.3687,104.28,71.85,82,12,4.63,few clouds
167,Port Elizabeth,ZA,-33.918,25.5701,57.49,82,0,11.5,clear sky
168,Leningradskiy,RU,69.3833,178.4167,33.93,97,100,9.66,light rain
169,Chokurdakh,RU,70.6333,147.9167,47.91,51,95,12.17,overcast clouds
170,Ararat,AM,39.8317,44.7049,70.14,56,4,10.98,clear sky
171,Mnogovershinnyy,RU,53.9353,139.9242,73.17,57,100,2.13,overcast clouds
172,Aksu,CN,41.1231,80.2644,86.05,30,100,5.46,overcast clouds
173,Port-Gentil,GA,-0.7193,8.7815,75.52,80,55,8.9,broken clouds
174,Mahebourg,MU,-20.4081,57.7,67.24,94,75,17.27,moderate rain
175,Kieta,PG,-6.2167,155.6333,83.34,72,99,3.74,light rain
176,Alto Araguaia,BR,-17.3147,-53.2153,65.82,73,8,9.08,clear sky
177,Idrinskoye,RU,54.3708,92.1358,59.97,86,100,6.67,overcast clouds
178,Roma,US,43.2128,-75.4557,68.65,96,78,3.69,broken clouds
179,Wajir,KE,1.7471,40.0573,72.27,71,100,17.78,overcast clouds
180,Lazaro Cardenas,MX,17.9583,-102.2,82.74,80,100,3.06,overcast clouds
181,Labuan,MY,5.2767,115.2417,86.36,79,20,4.61,few clouds
182,Huarmey,PE,-10.0681,-78.1522,65.73,86,39,11.12,scattered clouds
183,Tigzirt,DZ,36.8886,4.1198,75.92,79,0,7.54,clear sky
184,Porumbacu De Jos,RO,45.75,24.45,64.78,52,5,3.24,clear sky
185,Asau,RO,46.4333,26.4,70.95,72,9,5.99,clear sky
186,Methoni,GR,36.8197,21.7049,69.66,59,0,3.62,clear sky
187,Pevek,RU,69.7008,170.3133,36.34,90,97,8.12,overcast clouds
188,Manggar,ID,-2.8833,108.2667,81.55,77,100,12.35,overcast clouds
189,Cuamba,MZ,-14.8031,36.5372,54.16,94,1,3.04,clear sky
190,Bereda,ES,43.2686,-7.5406,61.92,97,87,3.65,overcast clouds
191,Olinda,BR,-8.0089,-34.8553,76.73,73,40,6.91,scattered clouds
192,Labuhan,ID,-6.8844,112.2051,78.93,73,9,7.7,clear sky
193,Goderich,CA,43.7501,-81.7165,69.91,83,0,0.0,clear sky
194,Atuona,PF,-9.8,-139.0333,78.26,65,0,16.58,clear sky
195,Honiara,SB,-9.4333,159.95,86.02,67,91,8.86,overcast clouds
196,Wiang Sa,TH,8.6359,99.3666,87.42,88,75,5.73,broken clouds
197,Garden City,US,42.3256,-83.331,80.98,63,75,0.0,broken clouds
198,Balabac,PH,7.9868,117.0645,85.86,73,90,14.72,overcast clouds
199,Porterville,US,36.0652,-119.0168,102.58,27,1,10.36,clear sky
200,Faanui,PF,-16.4833,-151.75,77.68,75,30,9.19,light rain
201,Sesheke,ZM,-17.4759,24.2968,46.45,69,0,3.38,clear sky
202,Goure,NE,13.9835,10.2704,78.03,74,88,12.35,overcast clouds
203,Coos Bay,US,43.3665,-124.2179,92.86,73,1,23.02,clear sky
204,La Libertad,EC,-2.2333,-80.9,70.74,85,92,9.26,overcast clouds
205,Nishihara,JP,26.1842,127.7558,87.46,84,75,11.5,broken clouds
206,Marshall,US,34.3834,-86.3333,84.13,71,1,0.0,clear sky
207,Hobart,AU,-42.8794,147.3294,58.86,69,75,8.01,light rain
208,Carlet,ES,39.2333,-0.5167,75.54,88,0,5.01,clear sky
209,Lorengau,PG,-2.0226,147.2712,83.71,75,4,6.17,clear sky
210,Plymouth,US,41.8334,-70.8328,75.67,78,90,1.01,light rain
211,Okhtyrka,UA,50.3104,34.8988,66.58,49,40,6.58,scattered clouds
212,Simpang,ID,-1.2667,104.0833,77.32,77,100,5.1,overcast clouds
213,Thayetmyo,MM,19.3167,95.1833,76.21,97,100,5.77,overcast clouds
214,Constantine,DZ,36.365,6.6147,72.81,53,0,4.61,clear sky
215,Zhigansk,RU,66.7697,123.3711,57.78,58,100,12.73,overcast clouds
216,Jamshedpur,IN,22.8,86.1833,78.62,89,75,4.61,broken clouds
217,Ratnagiri,IN,16.9833,73.3,79.52,84,69,15.08,broken clouds
218,Tonj,SS,7.2737,28.6822,68.47,96,94,3.65,overcast clouds
219,Dryden,CA,49.7833,-92.7503,73.72,45,6,0.76,clear sky
220,Upernavik,GL,72.7868,-56.1549,51.55,69,100,11.9,overcast clouds
221,Nome,US,64.5011,-165.4064,50.07,93,90,10.36,mist
222,Winnemucca,US,40.973,-117.7357,93.25,15,1,20.71,clear sky
223,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,11.5,few clouds
224,Colac,AU,-38.3333,143.5833,57.0,82,100,17.45,overcast clouds
225,Oussouye,SN,12.485,-16.5469,79.57,79,100,7.14,overcast clouds
226,Rincon,US,32.296,-81.2354,83.86,90,75,3.44,broken clouds
227,Kijang,KR,35.2442,129.2139,87.53,76,25,10.98,scattered clouds
228,Kropotkin,RU,45.4375,40.5756,58.23,84,4,6.22,clear sky
229,Cidreira,BR,-30.1811,-50.2056,48.04,53,4,18.61,clear sky
230,Labrea,BR,-7.2586,-64.7981,81.95,43,68,2.37,broken clouds
231,Flinders,AU,-34.5833,150.8552,72.25,46,24,3.0,few clouds
232,Kisanga,TZ,-7.4362,37.7034,64.38,77,0,2.44,clear sky
233,Kununurra,AU,-15.7667,128.7333,84.18,54,8,6.91,clear sky
234,Sokoto,NG,13.0609,5.239,73.67,87,100,10.13,overcast clouds
235,Betong,TH,5.7743,101.0723,77.54,84,81,1.66,broken clouds
236,Victor Harbor,AU,-35.5667,138.6167,57.0,66,9,1.99,clear sky
237,Souillac,MU,-20.5167,57.5167,67.35,94,75,17.27,heavy intensity rain
238,Voh,NC,-20.9667,164.7,77.83,42,0,4.52,clear sky
239,Pimentel,PE,-6.8367,-79.9342,66.0,85,91,5.01,overcast clouds
240,Saldanha,ZA,-33.0117,17.9442,55.33,70,100,7.63,overcast clouds
241,Wum,CM,6.3833,10.0667,62.62,97,100,2.44,overcast clouds
242,Puerto Escondido,MX,15.85,-97.0667,79.63,65,90,6.91,overcast clouds
243,Wajima,JP,37.4,136.9,83.08,74,40,3.44,scattered clouds
244,Kendari,ID,-3.945,122.4989,81.86,73,98,0.31,overcast clouds
245,Ponta Do Sol,PT,32.6667,-17.1,72.23,77,5,5.28,clear sky
246,Bubaque,GW,11.2833,-15.8333,80.46,81,100,10.74,overcast clouds
247,Basco,PH,20.4487,121.9702,83.21,86,100,24.63,moderate rain
248,Coahuayana,MX,18.7333,-103.6833,83.68,89,100,1.92,overcast clouds
249,Nemuro,JP,43.3236,145.575,84.63,89,33,7.96,scattered clouds
250,Kudahuvadhoo,MV,2.6708,72.8944,81.1,76,100,10.74,overcast clouds
251,Liaozhong,CN,41.5061,122.7242,88.29,69,100,3.29,light rain
252,Faya,SA,18.3851,42.4509,63.12,81,88,5.01,overcast clouds
253,Jijiga,ET,9.35,42.8,60.53,79,100,19.33,overcast clouds
254,Dwarka,IN,22.2394,68.9678,82.38,84,100,25.68,overcast clouds
255,Camacha,PT,33.0833,-16.3333,68.76,73,75,12.66,broken clouds
256,Ostrogozhsk,RU,50.8664,39.0756,65.52,63,21,0.36,few clouds
257,Gravelbourg,CA,49.8834,-106.5512,93.47,12,97,14.25,overcast clouds
258,Solo,PH,13.7469,120.9012,83.75,84,100,19.33,overcast clouds
259,Almeirim,BR,-1.5233,-52.5817,80.71,62,82,2.68,broken clouds
260,Port Macquarie,AU,-31.4333,152.9167,71.89,38,0,9.89,clear sky
261,Broken Hill,AU,-31.95,141.4333,62.55,36,0,26.08,clear sky
262,Almaznyy,RU,48.0448,40.045,60.94,66,0,7.14,clear sky
263,Luderitz,NA,-26.6481,15.1594,54.79,74,0,8.84,clear sky
264,Standerton,ZA,-26.9337,29.2415,37.08,55,0,4.61,clear sky
265,Olden,NO,61.8364,6.8064,68.16,87,100,5.23,overcast clouds
266,Myitkyina,MM,25.3833,97.4,76.5,99,100,1.19,light rain
267,Ancud,CL,-41.8697,-73.8203,42.33,84,68,3.24,broken clouds
268,Havoysund,NO,70.9963,24.6622,43.68,90,95,5.84,overcast clouds
269,Tanabe,JP,33.7333,135.3667,83.41,77,40,4.0,scattered clouds
270,Ucluelet,CA,48.9329,-125.5528,88.05,72,0,3.0,clear sky
271,Bicester,GB,51.9,-1.1536,63.73,94,98,1.99,overcast clouds
272,Sistranda,NO,63.7256,8.834,67.96,74,77,21.12,broken clouds
273,Kodiak,US,57.79,-152.4072,62.11,55,90,4.61,overcast clouds
274,Pandan,PH,14.0453,124.1694,86.5,69,100,16.73,overcast clouds
275,Young,UY,-32.6833,-57.6333,41.23,72,0,7.92,clear sky
276,Boysun,UZ,38.2061,67.1986,75.72,31,0,4.29,clear sky
277,Fortuna,US,40.5982,-124.1573,79.2,83,100,5.61,overcast clouds
278,Ribeira Grande,PT,38.5167,-28.7,72.12,84,37,10.02,scattered clouds
279,Codrington,AU,-38.2667,141.9667,49.68,84,100,22.1,overcast clouds
280,Palmer,US,42.1584,-72.3287,68.47,86,75,4.61,broken clouds
281,Senneterre,CA,48.3835,-77.2328,61.02,72,13,3.69,few clouds
282,Arraial Do Cabo,BR,-22.9661,-42.0278,70.95,81,0,24.07,clear sky
283,Shimoda,JP,34.6667,138.95,82.76,76,100,12.66,overcast clouds
284,Mariakani,KE,-3.8633,39.4736,69.89,93,13,8.5,few clouds
285,Road Town,VG,18.4167,-64.6167,81.19,76,11,17.13,few clouds
286,Lavrentiya,RU,65.5833,-171.0,44.13,99,100,10.42,moderate rain
287,Caloundra,AU,-26.8,153.1333,76.35,58,31,10.0,scattered clouds
288,Xam Nua,LA,20.4197,104.0439,74.82,83,100,3.67,overcast clouds
289,Sargatskoye,RU,55.6101,73.4972,60.73,60,100,7.96,overcast clouds
290,Pandharpur,IN,17.6667,75.3333,73.72,80,100,12.88,overcast clouds
291,Anadyr,RU,64.75,177.4833,50.5,93,75,20.0,light intensity shower rain
292,Pisco,PE,-13.7,-76.2167,63.01,82,0,17.27,clear sky
293,Hasaki,JP,35.7333,140.8333,88.29,80,100,20.27,overcast clouds
294,Shiringushi,RU,53.8485,42.7676,64.51,58,100,2.04,overcast clouds
295,Klaksvik,FO,62.2266,-6.589,50.92,97,100,5.99,overcast clouds
296,San Patricio,US,28.017,-97.5169,88.21,60,53,10.78,broken clouds
297,Samarai,PG,-10.6167,150.6667,78.71,87,93,16.31,moderate rain
298,Hovd,MN,48.0056,91.6419,69.93,40,0,1.72,clear sky
299,Vao,NC,-22.6667,167.4833,68.05,62,75,16.53,broken clouds
300,Tymovskoye,RU,50.8456,142.655,83.07,55,94,4.74,overcast clouds
301,Mount Pleasant,US,32.7941,-79.8626,82.99,89,20,4.0,few clouds
302,Oranjemund,NA,-28.55,16.4333,53.02,84,0,4.56,clear sky
303,Khash,IR,28.2211,61.2158,80.35,22,87,3.02,overcast clouds
304,Deputatskiy,RU,69.3,139.9,39.09,84,100,4.25,overcast clouds
305,Port Keats,AU,-14.25,129.55,85.17,46,10,0.36,clear sky
306,Garchitorena,PH,13.8804,123.6946,85.12,73,98,11.36,overcast clouds
307,Kotar,IN,24.7167,80.9833,76.12,92,100,12.91,light rain
308,Sobolevo,RU,54.4299,31.8996,62.8,96,100,7.07,light rain
309,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,79.39,44,20,13.42,few clouds
310,Fernie,CA,49.5,-115.0687,86.97,19,100,7.74,overcast clouds
311,Hualmay,PE,-11.0964,-77.6139,64.29,85,46,11.18,scattered clouds
312,Taylorville,US,39.5489,-89.2945,82.58,78,1,0.0,clear sky
313,Port Hedland,AU,-20.3167,118.5667,73.45,73,8,3.44,clear sky
314,Dzhebariki-Khaya,RU,62.2167,135.8,68.68,47,54,11.14,broken clouds
315,Tocopilla,CL,-22.092,-70.1979,60.89,64,75,7.81,broken clouds
316,Moose Jaw,CA,50.4001,-105.5344,93.45,15,95,10.36,overcast clouds
317,Valparaiso,CL,-33.0393,-71.6273,53.47,72,0,5.75,clear sky
318,Taoudenni,ML,22.6783,-3.9836,100.29,9,98,9.33,overcast clouds
319,Trinidad,BO,-14.8333,-64.9,64.6,40,47,10.45,scattered clouds
320,Gat,IL,31.61,34.7642,77.92,100,0,0.67,clear sky
321,Henties Bay,NA,-22.116,14.2845,56.86,84,0,2.91,clear sky
322,Kommunisticheskiy,RU,61.6789,64.4819,44.24,78,52,5.73,broken clouds
323,Kishtwar,IN,33.3167,75.7667,72.43,93,100,0.49,moderate rain
324,Inhambane,MZ,-23.865,35.3833,64.54,63,0,5.95,clear sky
325,Linhares,BR,-19.3911,-40.0722,66.52,93,5,3.78,clear sky
326,Vila Velha,BR,-20.3297,-40.2925,73.35,83,0,9.22,clear sky
327,Martinho Campos,BR,-19.3317,-45.2369,63.18,38,5,4.45,clear sky
328,Virgilio,IT,45.1195,10.7905,72.19,85,2,5.73,clear sky
329,De Aar,ZA,-30.6497,24.0123,43.59,51,0,7.83,clear sky
330,Kudymkar,RU,59.0173,54.656,48.74,84,100,8.12,overcast clouds
331,Lithgow,AU,-33.4833,150.15,64.56,40,6,19.75,clear sky
332,General Roca,AR,-39.0333,-67.5833,41.4,52,8,8.12,clear sky
333,Shaki,AZ,41.0833,47.1667,73.4,74,99,3.22,overcast clouds
334,Jalu,LY,29.0331,21.5482,81.05,39,0,6.87,clear sky
335,Tibu,CO,8.639,-72.7358,77.29,82,67,2.57,broken clouds
336,Boyolangu,ID,-8.1181,111.8935,77.65,74,57,8.9,broken clouds
337,Balurghat,IN,25.2167,88.7667,81.14,85,100,9.44,overcast clouds
338,Saint-Augustin,CA,51.226,-58.6502,60.39,99,100,6.91,overcast clouds
339,Bilibino,RU,68.0546,166.4372,43.09,78,100,3.31,overcast clouds
340,Saint-Joseph,RE,-21.3667,55.6167,66.58,87,64,14.67,light rain
341,Rassvet,RU,46.8333,40.75,61.21,80,88,5.61,overcast clouds
342,Yenagoa,NG,4.9247,6.2642,72.59,88,77,3.65,broken clouds
343,Dudinka,RU,69.4058,86.1778,53.92,86,100,12.3,overcast clouds
344,Willowmore,ZA,-33.2926,23.4895,46.58,44,0,5.32,clear sky
345,La Ronge,CA,55.1001,-105.2842,70.05,52,75,10.36,broken clouds
346,Mulhouse,FR,47.6667,7.4167,66.69,89,0,1.01,clear sky
347,Novyye Burasy,RU,52.1324,46.0714,67.95,74,10,6.22,clear sky
348,Beisfjord,NO,68.3751,17.5988,59.25,76,0,1.12,clear sky
349,Potosi,BO,-19.5836,-65.7531,39.94,28,0,12.95,clear sky
