City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
350,Zhezkazgan,KZ,47.8043,67.7144,63.77,40,2,10.36,clear sky
351,Esperance,AU,-33.8667,121.9,53.06,69,2,15.68,clear sky
352,Pacific Grove,US,36.6177,-121.9166,87.3,82,20,3.0,few clouds
353,Nantucket,US,41.2835,-70.0995,78.1,89,1,6.91,clear sky
354,Meulaboh,ID,4.1363,96.1285,77.54,88,77,3.33,broken clouds
355,Damghan,IR,36.1683,54.348,77.61,44,0,3.31,clear sky
356,Dekar,BW,-21.5333,21.9333,45.43,59,0,7.4,clear sky
357,Guarapari,BR,-20.6667,-40.4975,73.29,81,5,12.15,clear sky
358,Belaya Gora,RU,68.5333,146.4167,41.5,78,100,12.06,overcast clouds
359,Hirara,JP,24.8,125.2833,84.47,89,75,8.05,broken clouds
360,Merauke,ID,-8.4667,140.3333,82.11,74,93,8.86,overcast clouds
361,Iwanai,JP,42.9744,140.5089,87.15,49,6,1.1,clear sky
362,Eyl,SO,7.9803,49.8164,78.33,57,100,19.19,overcast clouds
363,Clyde River,CA,70.4692,-68.5914,46.63,81,90,8.05,overcast clouds
364,Masyaf,SY,35.0653,36.3406,69.85,63,0,6.8,clear sky
365,Velsk,RU,61.0701,42.0983,45.18,79,6,2.73,clear sky
366,Maraba,BR,-5.3686,-49.1178,76.26,47,0,1.83,clear sky
367,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,87,9,7.87,clear sky
368,Severo-Kurilsk,RU,50.6789,156.125,57.85,93,100,6.58,overcast clouds
369,Laguna,US,38.421,-121.4238,99.43,30,1,5.99,clear sky
370,Craig,US,40.5153,-107.5464,92.82,16,1,6.91,clear sky
371,Qaqortoq,GL,60.7167,-46.0333,46.9,76,100,0.76,overcast clouds
372,Matara,LK,5.9485,80.5353,78.21,91,95,9.57,overcast clouds
373,Vestmannaeyjar,IS,63.4427,-20.2734,53.29,85,48,3.49,scattered clouds
374,Tomatlan,MX,19.9333,-105.25,82.4,79,49,2.95,scattered clouds
375,Lugazi,UG,0.3772,32.9197,67.82,65,95,2.93,overcast clouds
376,Touros,BR,-5.1989,-35.4608,74.3,88,11,10.58,few clouds
377,Pavlogradka,RU,54.2024,73.5592,57.63,71,98,6.49,overcast clouds
378,Sorland,NO,67.667,12.6934,55.33,88,9,9.57,clear sky
379,Mayumba,GA,-3.432,10.6554,72.32,90,98,3.02,overcast clouds
380,Cochrane,CA,51.1834,-114.4687,77.2,33,20,6.91,few clouds
381,Batagay-Alyta,RU,67.8006,130.4114,51.22,53,31,15.37,scattered clouds
382,Tecoanapa,MX,16.5167,-98.75,82.38,71,88,4.0,overcast clouds
383,Mollendo,PE,-17.0231,-72.0147,59.0,87,72,7.83,broken clouds
384,Iqaluit,CA,63.7506,-68.5145,49.73,62,40,10.36,scattered clouds
385,Fethiye,TR,36.6217,29.1164,80.47,44,0,6.93,clear sky
386,Saint Stephen,GB,50.3333,-4.9,61.39,94,75,6.91,broken clouds
387,Sarai,RU,53.7458,41.0213,61.45,82,27,5.59,scattered clouds
388,Grindavik,IS,63.8424,-22.4338,51.57,93,0,14.97,clear sky
389,Salina,US,38.8403,-97.6114,94.01,52,1,1.99,clear sky
390,Srednekolymsk,RU,67.45,153.6833,37.74,96,100,9.66,light rain
391,Jacareacanga,BR,-6.2222,-57.7528,77.9,44,2,1.81,clear sky
392,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.83,85,0,15.93,clear sky
393,Nizwa,OM,22.9333,57.5333,91.08,42,100,4.94,overcast clouds
394,Markivka,UA,49.5229,39.5705,66.7,47,23,4.43,few clouds
395,Morondava,MG,-20.2833,44.2833,64.65,57,0,11.95,clear sky
396,Marica,BR,-22.9194,-42.8186,76.91,55,1,6.91,clear sky
397,Mangai,CD,-4.05,19.5333,64.67,31,5,2.13,clear sky
398,Rastede,DE,53.25,8.2,62.64,94,100,9.01,overcast clouds
399,Slave Lake,CA,55.2834,-114.769,70.32,39,1,8.88,clear sky
400,Ulaangom,MN,49.9811,92.0667,67.41,61,0,4.38,clear sky
401,Sao Filipe,CV,14.8961,-24.4956,74.23,80,14,7.34,few clouds
402,Ilulissat,GL,69.2167,-51.1,55.42,67,100,3.44,overcast clouds
403,Mastic Beach,US,40.7668,-72.8521,80.98,72,1,1.01,clear sky
404,Khorinsk,RU,52.1657,109.7726,66.9,64,46,5.37,scattered clouds
405,Balapur,IN,20.6667,76.7667,76.28,77,99,10.11,overcast clouds
406,Baghdad,IQ,33.3406,44.4009,93.11,21,0,14.97,clear sky
407,Guerrero Negro,MX,27.9769,-114.0611,74.66,67,0,17.36,clear sky
408,Dongsheng,CN,39.8161,109.9776,71.98,46,100,4.92,light rain
409,Naryan-Mar,RU,67.6713,53.087,44.74,86,100,8.81,overcast clouds
410,Marystown,CA,47.1666,-55.1483,61.57,99,100,11.59,overcast clouds
411,Ardakan,IR,32.31,54.0175,82.78,16,1,6.55,clear sky
412,Hayden,US,47.766,-116.7866,78.46,41,20,3.44,light rain
413,West Bay,KY,19.3667,-81.4167,77.07,94,75,3.0,thunderstorm with light rain
414,Sayyan,YE,15.1718,44.3244,64.31,68,55,2.44,broken clouds
415,Terney,RU,45.0503,136.6092,78.57,65,71,4.23,broken clouds
416,Turan,VN,16.0678,108.2208,93.25,49,20,3.44,few clouds
417,Zeya,RU,53.75,127.2667,75.43,69,69,4.36,broken clouds
418,Ascension,US,30.2169,-90.9001,88.99,78,40,4.61,scattered clouds
419,Seydisehir,TR,37.4193,31.8453,61.79,73,0,6.6,clear sky
420,Tual,ID,-5.6667,132.75,80.76,82,100,16.17,overcast clouds
421,Rakiv Lis,UA,51.6217,24.9243,64.96,93,38,5.88,scattered clouds
422,Dauriya,RU,49.9333,116.8667,69.13,70,5,6.93,clear sky
423,Joue-Les-Tours,FR,47.3522,0.6691,59.34,95,75,6.91,broken clouds
424,Kiomboi,TZ,-4.2667,34.3667,57.67,55,36,6.96,scattered clouds
425,La Palma,US,33.8464,-118.0467,98.33,63,20,5.01,few clouds
426,Aklavik,CA,68.2191,-135.0107,63.43,67,100,5.75,overcast clouds
427,Naze,JP,28.3667,129.4833,81.52,86,52,12.35,broken clouds
428,Ketchikan,US,55.3422,-131.6461,61.81,70,21,3.94,light rain
429,Chernyshevsk,RU,52.5243,117.0174,64.67,88,88,4.29,light rain
430,Calabozo,VE,8.9242,-67.4293,75.18,90,100,4.0,overcast clouds
431,Yulara,AU,-25.2406,130.9889,67.84,42,90,8.05,overcast clouds
432,Morwell,AU,-38.2333,146.4,63.91,89,54,9.37,light rain
433,Mandalgovi,MN,45.7625,106.2708,68.52,57,42,4.34,scattered clouds
434,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,8.05,fog
435,Elizabeth City,US,36.2946,-76.2511,84.22,87,1,3.44,clear sky
436,Uthal,PK,25.8072,66.6219,82.0,83,100,8.61,overcast clouds
437,La Paz,BO,-16.5,-68.15,46.38,75,40,8.05,scattered clouds
438,Yerbogachen,RU,61.2767,108.0108,79.07,47,3,8.34,clear sky
439,Saint-Prosper,CA,46.2117,-70.4811,59.32,85,7,2.26,clear sky
440,La Cruz,MX,23.9167,-106.9,86.47,79,60,8.99,broken clouds
441,Poronaysk,RU,49.2167,143.1167,66.07,90,100,5.64,overcast clouds
442,Cascais,PT,38.6979,-9.4215,66.61,75,0,5.01,clear sky
443,Pilar,BR,-9.5972,-35.9567,71.53,94,6,1.95,clear sky
444,Cairns,AU,-16.9167,145.7667,80.11,68,75,6.91,broken clouds
445,Pathein,MM,16.7833,94.7333,81.19,88,100,12.66,overcast clouds
446,Chara,RU,56.9064,118.2631,71.28,60,100,3.87,overcast clouds
447,Penzance,GB,50.1186,-5.5371,60.01,81,13,18.19,few clouds
448,Zhob,PK,31.3411,69.4481,82.8,58,87,2.08,overcast clouds
449,Maunabo,PR,18.0072,-65.8993,82.24,88,15,11.07,few clouds
450,Felipe Carrillo Puerto,MX,19.5833,-88.05,81.09,73,11,6.04,few clouds
451,Sompeta,IN,18.9333,84.6,83.68,72,100,4.9,overcast clouds
452,Xuddur,SO,4.1213,43.8894,71.08,71,100,19.66,overcast clouds
453,Hulyaypole,UA,47.6653,36.2578,67.57,79,3,7.49,clear sky
454,Keffi,NG,8.8486,7.8736,71.98,94,85,0.94,overcast clouds
455,Shakawe,BW,-18.3667,21.85,46.53,53,3,5.77,clear sky
456,College,US,64.8569,-147.8028,64.38,79,90,10.36,light rain
457,Kondagaon,IN,19.6,81.6667,73.11,87,100,8.03,light rain
458,Hambantota,LK,6.1241,81.1185,80.33,81,100,16.22,overcast clouds
459,Viedma,AR,-40.8135,-62.9967,44.56,66,92,19.55,overcast clouds
460,Paragominas,BR,-2.9667,-47.4833,78.98,68,99,5.03,overcast clouds
461,Ulety,RU,51.3572,112.4849,64.56,81,88,0.51,overcast clouds
462,Vanimo,PG,-2.6741,141.3028,85.3,69,11,5.48,few clouds
463,Ossora,RU,59.2353,163.0719,62.31,66,100,5.46,light rain
464,Walvis Bay,NA,-22.9575,14.5053,57.09,76,0,4.61,clear sky
465,Rio Cuarto,AR,-33.1307,-64.3499,32.83,43,34,12.57,scattered clouds
466,Atocha,BO,-20.9333,-66.2333,36.48,34,0,36.48,clear sky
467,Rudnya,RU,54.947,31.0934,62.85,95,100,7.02,moderate rain
468,Corbelia,BR,-24.7989,-53.3067,44.78,53,85,12.08,overcast clouds
469,Necochea,AR,-38.5473,-58.7368,45.03,65,100,22.82,overcast clouds
470,Shache,CN,38.4167,77.2406,84.24,25,88,9.35,overcast clouds
471,Mount Isa,AU,-20.7333,139.5,80.37,36,0,12.66,clear sky
472,Ostersund,SE,63.1792,14.6357,61.25,67,50,6.91,scattered clouds
473,Ahipara,NZ,-35.1667,173.1667,60.22,77,49,8.01,scattered clouds
474,Beipiao,CN,41.7919,120.7792,77.0,72,99,2.21,overcast clouds
475,Petrokamenskoye,RU,57.716,60.6484,48.94,70,100,7.02,overcast clouds
476,Asosa,ET,10.0667,34.5333,57.16,92,100,3.47,overcast clouds
477,Eidfjord,NO,60.4675,7.0719,68.59,89,100,4.92,overcast clouds
478,Sulphur,US,30.2366,-93.3774,76.98,95,40,4.61,scattered clouds
479,Lakatoro,VU,-16.0999,167.4164,79.14,75,48,17.49,scattered clouds
480,Dauphin,CA,51.1494,-100.0502,78.94,61,1,4.61,clear sky
481,Bonavista,CA,48.6499,-53.1147,64.4,97,100,15.52,light rain
482,Port Pirie,AU,-33.1833,138.0167,60.89,68,0,16.15,clear sky
483,Santa Marta De Tormes,ES,40.9506,-5.6272,59.02,74,0,3.0,clear sky
484,Baruun-Urt,MN,46.6806,113.2792,74.73,45,30,7.63,scattered clouds
485,Dickinson,US,29.4608,-95.0513,90.19,68,1,4.0,clear sky
486,Nagorsk,RU,59.3172,50.8078,45.48,91,36,5.73,scattered clouds
487,Adrar,MR,20.5022,-10.0711,87.49,30,100,12.71,overcast clouds
488,Mayo,US,38.8876,-76.5119,84.58,79,1,0.0,clear sky
489,Biak,ID,-0.9131,122.8766,79.84,75,85,7.23,overcast clouds
490,Kentau,KZ,43.5206,68.5094,74.26,24,0,17.05,clear sky
491,Mbini,GQ,1.574,9.6134,75.83,85,86,5.17,light rain
492,Kenai,US,60.5544,-151.2583,70.03,72,1,17.27,clear sky
493,Chegutu,ZW,-18.1302,30.1407,46.24,77,0,3.65,clear sky
494,Lima,PE,-12.0432,-77.0282,61.14,88,90,10.36,overcast clouds
495,Olafsvik,IS,64.8945,-23.7142,51.48,87,100,13.6,overcast clouds
496,Syracuse,IT,37.0881,15.2792,81.9,53,0,3.33,clear sky
497,Goya,AR,-29.14,-59.2626,43.59,39,0,4.12,clear sky
498,Talnakh,RU,69.4865,88.3972,63.61,85,87,3.2,overcast clouds
499,Nanortalik,GL,60.1432,-45.2371,45.23,81,100,6.33,overcast clouds
500,Howard Springs,AU,-12.497,131.047,82.81,79,70,5.28,broken clouds
501,Te Anau,NZ,-45.4167,167.7167,50.94,75,100,3.13,light rain
502,Sioux Lookout,CA,50.1001,-91.917,77.38,64,40,0.0,smoke
503,Puerto Madryn,AR,-42.7692,-65.0385,40.62,75,7,16.49,clear sky
504,Liuhe,CN,42.2401,125.7172,84.22,62,91,4.16,overcast clouds
505,Praia,CV,14.9215,-23.5087,77.54,78,75,8.05,broken clouds
506,Ilhabela,BR,-23.7781,-45.3581,68.56,91,58,13.89,broken clouds
507,Beni Mazar,EG,28.4962,30.8029,78.94,48,0,15.5,clear sky
508,Launceston,AU,-41.45,147.1667,51.8,90,90,5.01,overcast clouds
509,Beloha,MG,-25.1667,45.05,62.13,72,0,12.71,clear sky
510,Dovolnoye,RU,54.4958,79.6671,58.86,60,100,3.69,overcast clouds
511,Medea,DZ,36.2642,2.7539,64.85,46,0,5.68,clear sky
512,Qeshm,IR,26.9581,56.2719,91.27,75,76,2.84,broken clouds
513,Velyka Lepetykha,UA,47.1757,33.9436,74.1,64,0,6.71,clear sky
514,Palia Kalan,IN,28.45,80.5833,77.2,97,100,6.33,light rain
515,Bay Roberts,CA,47.5999,-53.2648,67.75,98,100,5.01,light rain
516,Port Hawkesbury,CA,45.6169,-61.3485,68.68,95,1,1.99,clear sky
517,Coquimbo,CL,-29.9533,-71.3436,51.53,93,0,1.14,clear sky
518,Atikokan,CA,48.7555,-91.6216,74.48,44,27,3.65,scattered clouds
519,Hanzhong,CN,33.0728,107.0303,75.87,72,35,1.57,scattered clouds
520,Gold Coast,AU,-28.0,153.4333,73.35,59,0,8.01,clear sky
521,Maningrida,AU,-12.0667,134.2667,83.17,48,30,8.25,scattered clouds
522,Saint-Gaudens,FR,43.0833,0.6667,67.14,96,100,1.57,overcast clouds
523,Zhanaozen,KZ,43.3,52.8,72.93,37,100,19.93,overcast clouds
524,Samur,RU,41.8253,48.486,67.46,84,100,9.86,overcast clouds
525,Baykit,RU,61.67,96.37,69.03,82,100,2.44,overcast clouds
526,Nicoya,CR,10.1483,-85.452,76.55,91,100,2.64,overcast clouds
527,Guiratinga,BR,-16.3494,-53.7583,72.77,58,53,7.83,broken clouds
528,Sabha,LY,27.0377,14.4283,82.18,24,0,11.3,clear sky
529,Irtyshskiy,RU,58.3333,68.1333,50.23,93,59,4.47,broken clouds
530,Norman Wells,CA,65.282,-126.8329,69.84,52,75,0.0,shower rain
531,Sawai Madhopur,IN,25.9833,76.3667,76.6,87,100,11.12,overcast clouds
532,Barabai,ID,-2.5833,115.3833,82.94,70,41,0.27,scattered clouds
533,Tendo,JP,38.3536,140.3697,81.16,88,75,3.44,light rain
534,Dunedin,NZ,-45.8742,170.5036,53.8,51,24,10.0,few clouds
535,Pontes E Lacerda,BR,-15.2261,-59.3353,67.59,54,4,8.12,clear sky
536,Mariinsk,RU,56.2139,87.7472,55.42,78,98,2.86,overcast clouds
537,Kashi,CN,39.4547,75.9797,83.41,32,40,13.42,scattered clouds
538,Gyal,HU,47.3845,19.2214,69.76,88,0,1.14,clear sky
539,Rocha,UY,-34.4833,-54.3333,45.07,82,98,17.76,overcast clouds
540,Port Blair,IN,11.6667,92.75,82.17,85,100,19.37,overcast clouds
541,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,75,0,4.61,clear sky
542,Coihaique,CL,-45.5752,-72.0662,37.35,81,0,4.61,clear sky
543,Easthampton,US,42.2668,-72.669,69.21,96,1,3.44,clear sky
544,Fort Morgan,US,40.2503,-103.8,90.81,25,1,10.36,clear sky
545,Vynohradove,UA,46.3696,32.9398,73.09,49,0,3.69,clear sky
546,Wilmington,US,34.2257,-77.9447,82.9,87,20,3.44,few clouds
547,Sechura,PE,-5.5569,-80.8222,69.01,80,32,15.5,scattered clouds
548,Den Helder,NL,52.9599,4.7593,63.95,95,75,11.5,broken clouds
549,Ust-Nera,RU,64.5667,143.2,52.16,72,100,9.55,light rain
550,Guadalupe,MX,25.6833,-100.25,88.63,56,1,3.0,clear sky
551,Bud,US,39.447,-86.1758,82.38,78,0,0.83,clear sky
552,Baker City,US,44.7749,-117.8344,89.15,35,1,20.71,clear sky
553,Marsaxlokk,MT,35.8419,14.5431,80.08,38,0,5.75,clear sky
554,Vostok,RU,46.4856,135.8833,84.83,60,79,1.3,broken clouds
555,Belmonte,BR,-15.8631,-38.8828,73.9,85,0,8.93,clear sky
556,Strezhevoy,RU,60.7333,77.5889,57.18,83,10,6.29,clear sky
557,Maldonado,UY,-34.6667,-54.9167,47.23,79,100,20.33,overcast clouds
558,Tulagi,SB,-9.0996,160.1476,82.54,75,50,15.37,scattered clouds
559,Santa Rosa,PH,14.3122,121.1114,82.9,91,100,16.24,moderate rain
560,Noumea,NC,-22.2763,166.4572,76.98,99,36,14.03,scattered clouds
561,Ekibastuz,KZ,51.6667,75.3667,62.15,45,54,6.69,broken clouds
562,Pyapon,MM,16.2833,95.6833,82.11,82,100,11.52,light rain
563,Bismarck,US,46.8083,-100.7837,87.64,58,1,11.5,clear sky
564,Kidal,ML,18.4411,1.4078,83.52,49,97,1.41,overcast clouds
565,Khorramshahr,IR,30.4397,48.1664,100.36,20,0,13.8,clear sky
566,Dharchula,IN,29.85,80.5333,74.77,98,89,1.97,overcast clouds
567,Birin,NP,26.8865,88.0718,67.14,88,85,3.22,overcast clouds
568,Banes,CU,20.9625,-75.7186,83.01,86,56,6.89,broken clouds
569,Arica,CL,-18.475,-70.3042,58.87,84,33,1.41,scattered clouds
570,Sisimiut,GL,66.9395,-53.6735,51.69,67,99,7.14,overcast clouds
571,Murray Bridge,AU,-35.1167,139.2667,56.12,65,0,23.69,clear sky
572,Kurilsk,RU,45.2333,147.8833,71.55,77,24,2.95,few clouds
573,Mapiripan,CO,2.8892,-72.1256,74.39,93,100,1.12,overcast clouds
574,Maun,BW,-19.9833,23.4167,46.36,71,0,4.61,clear sky
575,Ust-Tsilma,RU,65.441,52.1498,44.28,90,100,7.94,overcast clouds
576,Angoche,MZ,-16.2325,39.9086,67.28,81,28,5.61,scattered clouds
577,Kavaratti,IN,10.5669,72.642,81.75,78,100,19.35,overcast clouds
578,Karatuzskoye,RU,53.6072,92.8667,59.81,97,100,7.38,light rain
579,Lydenburg,ZA,-25.0978,30.4597,44.4,55,0,0.98,clear sky
580,Hailar,CN,49.2,119.7,71.11,66,79,10.29,broken clouds
581,Kokopo,PG,-4.352,152.2633,82.31,70,95,4.18,overcast clouds
582,Logrono,ES,42.4667,-2.45,63.9,68,0,5.75,clear sky
583,Hellvik,NO,59.9156,5.781,65.28,94,100,4.0,light rain
584,Abu Kamal,SY,34.4506,40.9171,87.26,30,0,19.57,clear sky
585,Broome,US,42.2506,-75.833,68.7,97,40,1.01,scattered clouds
586,Lompoc,US,34.6391,-120.4579,81.79,76,90,11.5,overcast clouds
587,Murchison,NZ,-41.8,172.3333,55.11,71,25,2.71,scattered clouds
588,Marzuq,YE,14.4,46.4667,74.23,76,9,7.43,clear sky
589,Albanel,CA,48.8832,-72.4487,53.74,76,30,5.75,scattered clouds
590,La Asuncion,VE,11.0333,-63.8628,80.33,83,40,9.22,scattered clouds
591,Aguilas,ES,37.4063,-1.5829,74.05,74,0,1.97,clear sky
592,Medina,SA,24.4686,39.6142,100.83,14,20,10.36,few clouds
593,Gdynia,PL,54.5189,18.5319,67.05,94,0,2.3,clear sky
594,Novoseleznevo,RU,55.6821,69.2056,55.67,93,33,6.24,light rain
595,Coracora,PE,-15.0333,-73.7833,47.14,47,15,1.03,few clouds
596,Lumbac,PH,7.7342,124.2528,79.75,63,97,7.81,overcast clouds
597,Northam,GB,51.0333,-4.2167,61.66,91,35,12.53,scattered clouds
598,Marsh Harbour,BS,26.5412,-77.0636,83.7,73,52,6.22,broken clouds
599,Yinchuan,CN,38.4681,106.2731,75.22,52,1,6.58,clear sky
600,Veraval,IN,20.9,70.3667,81.59,85,100,21.56,overcast clouds
601,Middelkerke,BE,51.1558,2.8418,62.62,94,19,4.61,few clouds
602,Acapulco,MX,16.8634,-99.8901,84.02,70,75,4.61,broken clouds
603,Stephenville,US,32.2207,-98.2023,91.74,57,99,1.99,overcast clouds
604,Cockburn Town,TC,21.4612,-71.1419,81.86,77,14,19.17,few clouds
605,Ngerengere,TZ,-6.75,38.1167,63.03,77,0,4.25,clear sky
606,Imbituba,BR,-28.24,-48.6703,55.29,72,33,17.2,scattered clouds
607,Alyangula,AU,-13.8483,136.4192,78.66,66,56,5.46,broken clouds
608,Phan Thiet,VN,10.9333,108.1,83.66,72,73,14.79,broken clouds
609,Gorontalo,ID,0.5412,123.0595,85.37,68,23,6.82,few clouds
610,Bambanglipuro,ID,-7.95,110.2833,78.21,76,78,6.44,broken clouds
611,Zhuanghe,CN,39.7008,122.9911,83.52,69,100,1.41,overcast clouds
612,Maniitsoq,GL,65.4167,-52.9,49.23,79,22,15.03,few clouds
613,Maumere,ID,-8.6199,122.2111,81.52,67,49,2.91,scattered clouds
614,Oneida,US,43.2001,-75.4663,68.58,96,79,3.65,broken clouds
615,Igarka,RU,67.4667,86.5833,52.52,86,100,5.95,overcast clouds
616,Ostrovnoy,RU,68.0531,39.5131,52.09,79,100,4.65,overcast clouds
617,Ustka,PL,54.5805,16.8619,64.62,88,100,7.29,overcast clouds
618,Ridgecrest,US,35.6225,-117.6709,102.06,15,40,5.01,scattered clouds
619,Turayf,SA,31.6725,38.6637,75.45,50,0,8.05,clear sky
620,Mudanjiang,CN,44.5833,129.6,91.6,43,6,4.23,clear sky
621,Virginia Beach,US,36.8529,-75.978,84.11,86,40,3.44,scattered clouds
622,Mazagao,BR,-0.115,-51.2894,78.85,85,24,5.12,few clouds
623,Arman,RU,59.7,150.1667,54.9,77,100,6.98,overcast clouds
624,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.3,93,92,2.75,overcast clouds
625,Son La,VN,21.3167,103.9,74.66,93,99,1.59,overcast clouds
626,Tautira,PF,-17.7333,-149.15,80.62,71,97,10.25,overcast clouds
627,Barmer,IN,25.75,71.3833,79.48,84,100,17.05,overcast clouds
628,Peace River,CA,56.2501,-117.286,71.91,46,40,13.8,scattered clouds
629,Brae,GB,60.3964,-1.353,55.31,95,99,5.84,overcast clouds
630,Sarkand,KZ,45.41,79.9186,66.16,53,0,3.91,clear sky
631,Mawlamyine,MM,16.4914,97.6256,79.7,88,100,4.74,moderate rain
632,Mbanza-Ngungu,CD,-5.25,14.8667,65.84,80,9,6.82,clear sky
633,Champerico,GT,14.3,-91.9167,84.34,75,17,4.07,few clouds
634,Pochutla,MX,15.7432,-96.4661,80.82,86,97,0.56,overcast clouds
635,Palakkad,IN,10.7833,76.65,77.05,95,100,6.93,overcast clouds
636,Barth,DE,54.3635,12.7249,65.1,87,100,8.63,light rain
637,Soyo,AO,-6.1349,12.3689,72.84,88,95,7.92,overcast clouds
638,Zyryanka,RU,65.75,150.85,47.28,71,100,16.98,overcast clouds
639,Banjarmasin,ID,-3.3244,114.591,82.54,67,11,2.48,few clouds
640,Port Angeles,US,48.1181,-123.4307,78.91,75,1,19.57,clear sky
641,Barwani,IN,22.0333,74.9,76.93,89,97,7.83,overcast clouds
642,Mitsamiouli,KM,-11.3847,43.2844,75.78,67,0,6.11,clear sky
643,Wau,SS,7.7029,27.9953,67.89,99,85,3.2,moderate rain
644,Ouidah,BJ,6.3631,2.0851,76.86,82,100,12.35,overcast clouds
645,Geraldton,AU,-28.7667,114.6,61.12,88,75,10.36,broken clouds
646,Vettavalam,IN,12.1,79.25,80.24,61,100,8.95,overcast clouds
647,Gillette,US,44.2911,-105.5022,97.72,10,1,17.0,clear sky
648,Sarapul,RU,56.4763,53.7978,47.41,85,2,4.43,clear sky
649,Solhan,TR,38.9634,41.0293,64.17,68,0,7.16,clear sky
650,Calama,CL,-22.4667,-68.9333,46.89,7,1,4.61,clear sky
651,Chabahar,IR,25.2919,60.643,85.19,86,100,12.33,overcast clouds
652,Tigil,RU,57.8,158.6667,59.32,79,100,4.05,overcast clouds
653,Lisakovsk,KZ,52.5369,62.4936,61.99,55,79,7.29,broken clouds
654,Shanghai,CN,31.2222,121.4581,80.92,95,75,3.0,light intensity shower rain
655,Manta,EC,-0.95,-80.7333,72.5,86,100,9.91,overcast clouds
656,Cayenne,GF,4.9333,-52.3333,82.09,81,0,4.0,clear sky
657,Solnechnyy,RU,50.7214,136.6319,81.59,73,41,2.46,scattered clouds
658,San Juan,AR,-31.5375,-68.5364,47.62,41,0,6.89,clear sky
659,Reinosa,ES,42.9996,-4.138,55.35,98,73,3.98,broken clouds
660,Funtua,NG,11.5233,7.3081,65.8,97,92,6.58,overcast clouds
661,Kasempa,ZM,-13.4584,25.8338,48.76,66,92,5.14,overcast clouds
662,Narsaq,GL,60.9167,-46.05,46.62,73,99,2.86,overcast clouds
663,Shizuishan,CN,39.2333,106.7694,75.04,51,1,8.61,clear sky
664,Amatenango Del Valle,MX,16.5167,-92.45,67.86,94,43,6.42,scattered clouds
665,Danilov,RU,58.1908,40.1717,53.38,96,0,1.41,clear sky
666,Saurimo,AO,-9.6608,20.3916,53.06,39,59,4.52,broken clouds
667,Trairi,BR,-3.2778,-39.2689,77.52,84,10,11.14,clear sky
668,Tongren,CN,27.7172,109.1853,84.33,71,8,0.45,light rain
669,Tommot,RU,58.9564,126.2925,72.66,55,6,3.74,clear sky
670,Shetpe,KZ,44.1667,52.1167,73.96,27,99,18.21,overcast clouds
671,Zhigalovo,RU,54.8097,105.1578,73.67,51,65,1.12,broken clouds
672,Kirando,TZ,-7.4167,30.6,68.63,50,6,10.36,clear sky
673,The Valley,AI,18.217,-63.0578,82.26,75,4,19.22,clear sky
674,Richards Bay,ZA,-28.783,32.0377,61.61,69,1,15.41,clear sky
675,Navolato,MX,24.7672,-107.6944,94.64,65,8,10.4,clear sky
676,Xinyu,CN,27.8043,114.9334,86.32,70,0,12.48,clear sky
677,Margate,GB,51.3813,1.3862,63.91,86,99,1.99,overcast clouds
678,Port Lincoln,AU,-34.7333,135.8667,55.26,61,8,26.53,clear sky
679,Vallenar,CL,-28.5708,-70.7581,55.78,48,0,2.04,clear sky
680,Darnah,LY,32.767,22.6367,77.94,63,0,10.45,clear sky
681,Neyshabur,IR,36.2133,58.7958,73.89,25,0,3.18,clear sky
682,Dong Hoi,VN,17.4833,106.6,84.74,73,100,10.76,overcast clouds
683,Muzhi,RU,65.3667,64.6667,45.21,83,31,6.29,scattered clouds
684,Grand-Santi,GF,4.25,-54.3833,75.94,88,64,3.38,broken clouds
685,Almenara,BR,-16.1836,-40.6944,67.96,83,6,2.62,clear sky
686,Starobaltachevo,RU,56.0013,55.9213,46.17,82,5,4.0,clear sky
687,Lubango,AO,-14.9172,13.4925,53.73,39,23,3.38,few clouds
688,Ukiah,US,39.1502,-123.2078,95.85,26,1,6.91,clear sky
689,Xingcheng,CN,40.6167,120.7167,81.77,62,93,1.66,overcast clouds
690,Iberia,US,29.9502,-91.7507,82.98,100,90,12.66,moderate rain
691,Fengzhen,CN,40.4394,113.1536,73.2,58,100,3.15,overcast clouds
692,Khandbari,NP,27.3747,87.2039,76.32,80,69,0.54,broken clouds
693,Bowmore,US,34.9421,-79.3031,81.27,85,20,0.0,few clouds
694,Assinovskaya,RU,43.24,45.18,61.25,91,100,4.52,overcast clouds
695,Kuusamo,FI,65.9667,29.1833,60.84,67,0,5.75,light rain
696,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,20,10.36,few clouds
697,Pauini,BR,-7.7136,-66.9764,81.21,54,82,2.26,broken clouds
698,Kalmunai,LK,7.4167,81.8167,81.07,71,100,3.76,overcast clouds
699,Chancay,PE,-11.5714,-77.2672,62.56,89,59,8.57,broken clouds
700,Auki,SB,-8.7676,160.7034,85.51,61,94,3.4,overcast clouds
701,Straumen,NO,63.8709,11.2999,69.94,68,81,3.94,broken clouds
